Symbol	logFC_tum	adj_tum	logFC_norm	adj_norm	dir_tum	dir_norm	sig_tum	sig_norm	delta_logFC
CD69	2.31408461538462	0.0005105713389773	-7.53590344827585	4.0015458137089605e-118	UP	DOWN	True	True	9.849988063660469
CDCP1	2.39223461538462	0.0004328057894123	-2.4393842364532	1.63855018192894e-68	UP	DOWN	True	True	4.8316188518378205
CDH19	2.87468076923077	4.69048916720405e-05	-6.52410197044335	6.80457641028526e-139	UP	DOWN	True	True	9.39878273967412
CDH6	1.97514615384615	0.0002126334764128	-4.3476724137931	2.30477328596427e-67	UP	DOWN	True	True	6.322818567639251
CENATAC	1.24423846153846	0.0001721621831162	-1.13651428571429	3.2996258297574e-84	UP	DOWN	True	True	2.38075274725275
CFAP126	3.98931923076924	6.87750045246649e-05	-1.22771034482758	5.08783856338755e-06	UP	DOWN	True	True	5.21702957559682
CFAP70	1.85669615384615	0.000453408660889	-1.37409064039409	1.2220954039557298e-40	UP	DOWN	True	True	3.23078679424024
CFI	3.27158076923077	3.78411482028597e-06	-1.25905369458128	1.1929055964596e-24	UP	DOWN	True	True	4.53063446381205
CHRM3	3.74518846153846	6.28178561220944e-05	-5.49839408866994	1.14813693336125e-81	UP	DOWN	True	True	9.2435825502084
CLEC18C	3.27327692307693	0.0005629794661771	-1.98046502463054	1.03543500252911e-09	UP	DOWN	True	True	5.25374194770747
CLEC1A	1.53258076923077	0.0002523736526114	-5.35853448275862	4.42369944619533e-95	UP	DOWN	True	True	6.89111525198939
CLEC7A	1.61586538461539	0.0004639090665458	-8.01779802955665	2.24880848027241e-131	UP	DOWN	True	True	9.63366341417204
CLK1	1.45520769230769	2.95205578464577e-05	-1.02200591133005	3.08005239881301e-49	UP	DOWN	True	True	2.4772136036377397
CMTM5	6.21017692307692	9.7106342439849e-05	-4.3363172413793	9.75129791360458e-51	UP	DOWN	True	True	10.54649416445622
CMTM8	2.14140384615385	0.0001163171247537	-2.03262068965517	3.71894699837214e-77	UP	DOWN	True	True	4.1740245358090196
CMYA5	2.42663846153846	0.0008463055610327	-2.05481330049261	9.44413391765693e-80	UP	DOWN	True	True	4.48145176203107
CNTNAP3	2.84239615384615	0.000364471593611	-7.15854926108374	4.87699887008956e-131	UP	DOWN	True	True	10.000945414929891
COBLL1	1.49837307692308	0.0003696676255988	-1.77886551724138	1.53378985035416e-68	UP	DOWN	True	True	3.2772385941644604
